title,artist,year,era,url
Hold It Against Me,Britney Spears,2011,hot100,https://en.wikipedia.org/wiki/Hold_It_Against_Me
"""Grenade""",Bruno Mars,2011,hot100,
Black and Yellow,Wiz Khalifa,2011,hot100,https://en.wikipedia.org/wiki/Black_and_Yellow
Born This Way,Lady Gaga,2011,hot100,https://en.wikipedia.org/wiki/Born_This_Way_(song)
E.T.,Kanye West,2011,hot100,https://en.wikipedia.org/wiki/E.T._(song)
S&M,Rihanna,2011,hot100,https://en.wikipedia.org/wiki/S%26M_(song)
"""E.T.""",Katy Perry featuring Kanye West,2011,hot100,
Rolling in the Deep,Adele,2011,hot100,https://en.wikipedia.org/wiki/Rolling_in_the_Deep
Give Me Everything,Pitbull,2011,hot100,https://en.wikipedia.org/wiki/Give_Me_Everything
Party Rock Anthem,LMFAO,2011,hot100,https://en.wikipedia.org/wiki/Party_Rock_Anthem
Last Friday Night (T.G.I.F.),Katy Perry,2011,hot100,https://en.wikipedia.org/wiki/Last_Friday_Night_(T.G.I.F.)
Moves Like Jagger,Maroon 5,2011,hot100,https://en.wikipedia.org/wiki/Moves_Like_Jagger
Someone Like You,Adele,2011,hot100,https://en.wikipedia.org/wiki/Someone_Like_You_(Adele_song)
"""Moves Like Jagger""",Maroon 5 featuring Christina Aguilera,2011,hot100,
"""Someone Like You""",Adele,2011,hot100,
We Found Love,Calvin Harris,2011,hot100,https://en.wikipedia.org/wiki/We_Found_Love
Sexy and I Know It,LMFAO,2012,hot100,https://en.wikipedia.org/wiki/Sexy_and_I_Know_It
We Found Love,Rihanna,2012,hot100,https://en.wikipedia.org/wiki/We_Found_Love
Set Fire to the Rain,Adele,2012,hot100,https://en.wikipedia.org/wiki/Set_Fire_to_the_Rain
Stronger (What Doesn't Kill You),Kelly Clarkson,2012,hot100,https://en.wikipedia.org/wiki/Stronger_(What_Doesn%27t_Kill_You)
Part of Me,Katy Perry,2012,hot100,https://en.wikipedia.org/wiki/Part_of_Me_(Katy_Perry_song)
"""Stronger (What Doesn't Kill You)""",Kelly Clarkson,2012,hot100,
We Are Young,Fun,2012,hot100,https://en.wikipedia.org/wiki/We_Are_Young
Somebody That I Used to Know,Gotye,2012,hot100,https://en.wikipedia.org/wiki/Somebody_That_I_Used_to_Know
Call Me Maybe,Carly Rae Jepsen,2012,hot100,https://en.wikipedia.org/wiki/Call_Me_Maybe
Whistle,Flo Rida,2012,hot100,https://en.wikipedia.org/wiki/Whistle_(Flo_Rida_song)
We Are Never Ever Getting Back Together,Taylor Swift,2012,hot100,https://en.wikipedia.org/wiki/We_Are_Never_Ever_Getting_Back_Together
"""Whistle""",Flo Rida,2012,hot100,
"""We Are Never Ever Getting Back Together""",Taylor Swift,2012,hot100,
One More Night,Maroon 5,2012,hot100,https://en.wikipedia.org/wiki/One_More_Night_(Maroon_5_song)
Diamonds,Rihanna,2012,hot100,https://en.wikipedia.org/wiki/Diamonds_(Rihanna_song)
Locked Out of Heaven,Bruno Mars,2012,hot100,https://en.wikipedia.org/wiki/Locked_Out_of_Heaven
Locked Out of Heaven,Bruno Mars,2013,hot100,https://en.wikipedia.org/wiki/Locked_Out_of_Heaven
Thrift Shop,Macklemore & Ryan Lewis,2013,hot100,https://en.wikipedia.org/wiki/Thrift_Shop
Harlem Shake,Baauer,2013,hot100,https://en.wikipedia.org/wiki/Harlem_Shake_(song)
"""Thrift Shop"" †",Macklemore & Ryan Lewis featuring Wanz,2013,hot100,
When I Was Your Man,Bruno Mars,2013,hot100,https://en.wikipedia.org/wiki/When_I_Was_Your_Man
Just Give Me a Reason,Pink,2013,hot100,https://en.wikipedia.org/wiki/Just_Give_Me_a_Reason
Can't Hold Us,Ray Dalton,2013,hot100,https://en.wikipedia.org/wiki/Can%27t_Hold_Us
Blurred Lines,Robin Thicke,2013,hot100,https://en.wikipedia.org/wiki/Blurred_Lines
Roar,Katy Perry,2013,hot100,https://en.wikipedia.org/wiki/Roar_(song)
Wrecking Ball,Miley Cyrus,2013,hot100,https://en.wikipedia.org/wiki/Wrecking_Ball_(Miley_Cyrus_song)
Royals,Lorde,2013,hot100,https://en.wikipedia.org/wiki/Royals_(Lorde_song)
"""Wrecking Ball""",Miley Cyrus,2013,hot100,
The Monster,Eminem,2013,hot100,https://en.wikipedia.org/wiki/The_Monster_(song)
The Monster,Eminem,2014,hot100,https://en.wikipedia.org/wiki/The_Monster_(song)
Timber,Pitbull,2014,hot100,https://en.wikipedia.org/wiki/Timber_(Pitbull_song)
Dark Horse,Katy Perry,2014,hot100,https://en.wikipedia.org/wiki/Dark_Horse_(Katy_Perry_song)
Happy,Pharrell Williams,2014,hot100,https://en.wikipedia.org/wiki/Happy_(Pharrell_Williams_song)
All of Me,John Legend,2014,hot100,https://en.wikipedia.org/wiki/All_of_Me_(John_Legend_song)
Fancy,Iggy Azalea,2014,hot100,https://en.wikipedia.org/wiki/Fancy_(Iggy_Azalea_song)
Rude,Magic!,2014,hot100,https://en.wikipedia.org/wiki/Rude_(song)
Shake It Off,Taylor Swift,2014,hot100,https://en.wikipedia.org/wiki/Shake_It_Off
All About That Bass,Meghan Trainor,2014,hot100,https://en.wikipedia.org/wiki/All_About_That_Bass
"""Shake It Off""",Taylor Swift,2014,hot100,
Blank Space,,2014,hot100,https://en.wikipedia.org/wiki/Blank_Space
Blank Space,Taylor Swift,2015,hot100,https://en.wikipedia.org/wiki/Blank_Space
Uptown Funk,Mark Ronson,2015,hot100,https://en.wikipedia.org/wiki/Uptown_Funk
See You Again,Wiz Khalifa,2015,hot100,https://en.wikipedia.org/wiki/See_You_Again
Bad Blood,Kendrick Lamar,2015,hot100,https://en.wikipedia.org/wiki/Bad_Blood_(Taylor_Swift_song)
"""See You Again""",Wiz Khalifa featuring Charlie Puth,2015,hot100,
Cheerleader,Omi,2015,hot100,https://en.wikipedia.org/wiki/Cheerleader_(song)
Can't Feel My Face,The Weeknd,2015,hot100,https://en.wikipedia.org/wiki/Can%27t_Feel_My_Face
"""Cheerleader""",Omi,2015,hot100,
"""Can't Feel My Face""",The Weeknd,2015,hot100,
What Do You Mean?,Justin Bieber,2015,hot100,https://en.wikipedia.org/wiki/What_Do_You_Mean%3F
"""Can't Feel My Face""",The Weeknd,2015,hot100,
The Hills,,2015,hot100,https://en.wikipedia.org/wiki/The_Hills_(song)
Hello,Adele,2015,hot100,https://en.wikipedia.org/wiki/Hello_(Adele_song)
Hello,Adele,2016,hot100,https://en.wikipedia.org/wiki/Hello_(Adele_song)
Sorry,Justin Bieber,2016,hot100,https://en.wikipedia.org/wiki/Sorry_(Justin_Bieber_song)
Love Yourself,,2016,hot100,https://en.wikipedia.org/wiki/Love_Yourself
Pillowtalk,Zayn,2016,hot100,https://en.wikipedia.org/wiki/Pillowtalk_(song)
"""Love Yourself"" †",Justin Bieber,2016,hot100,
Work,Rihanna,2016,hot100,https://en.wikipedia.org/wiki/Work_(Rihanna_song)
Panda,Desiigner,2016,hot100,https://en.wikipedia.org/wiki/Panda_(Desiigner_song)
One Dance,Wizkid,2016,hot100,https://en.wikipedia.org/wiki/One_Dance
Can't Stop the Feeling!,Justin Timberlake,2016,hot100,https://en.wikipedia.org/wiki/Can%27t_Stop_the_Feeling!
"""One Dance""",Drake featuring Wizkid and Kyla,2016,hot100,
Cheap Thrills,Sia,2016,hot100,https://en.wikipedia.org/wiki/Cheap_Thrills_(song)
Closer,The Chainsmokers,2016,hot100,https://en.wikipedia.org/wiki/Closer_(Chainsmokers_song)
Black Beatles,Rae Sremmurd,2016,hot100,https://en.wikipedia.org/wiki/Black_Beatles
Starboy,The Weeknd,2017,hot100,https://en.wikipedia.org/wiki/Starboy_(song)
Black Beatles,Rae Sremmurd,2017,hot100,https://en.wikipedia.org/wiki/Black_Beatles
Bad and Boujee,Migos,2017,hot100,https://en.wikipedia.org/wiki/Bad_and_Boujee
Shape of You,Ed Sheeran,2017,hot100,https://en.wikipedia.org/wiki/Shape_of_You
"""Bad and Boujee""",Migos featuring Lil Uzi Vert,2017,hot100,
"""Shape of You"" †",Ed Sheeran,2017,hot100,
Humble,Kendrick Lamar,2017,hot100,https://en.wikipedia.org/wiki/Humble_(song)
That's What I Like,Bruno Mars,2017,hot100,https://en.wikipedia.org/wiki/That%27s_What_I_Like_(Bruno_Mars_song)
I'm the One,DJ Khaled,2017,hot100,https://en.wikipedia.org/wiki/I%27m_the_One_(DJ_Khaled_song)
Despacito,Luis Fonsi,2017,hot100,https://en.wikipedia.org/wiki/Despacito
Look What You Made Me Do,Taylor Swift,2017,hot100,https://en.wikipedia.org/wiki/Look_What_You_Made_Me_Do
Bodak Yellow,Cardi B,2017,hot100,https://en.wikipedia.org/wiki/Bodak_Yellow
Rockstar,Post Malone,2017,hot100,https://en.wikipedia.org/wiki/Rockstar_(Post_Malone_song)
Perfect,Beyoncé,2017,hot100,https://en.wikipedia.org/wiki/Perfect_(Ed_Sheeran_song)
Perfect,Ed Sheeran,2018,hot100,https://en.wikipedia.org/wiki/Perfect_(Ed_Sheeran_song)
Havana,Camila Cabello,2018,hot100,https://en.wikipedia.org/wiki/Havana_(Camila_Cabello_song)
God's Plan,Drake,2018,hot100,https://en.wikipedia.org/wiki/God%27s_Plan_(song)
Nice for What,,2018,hot100,https://en.wikipedia.org/wiki/Nice_for_What
This Is America,Childish Gambino,2018,hot100,https://en.wikipedia.org/wiki/This_Is_America_(song)
"""Nice for What""",Drake,2018,hot100,
Psycho,Post Malone,2018,hot100,https://en.wikipedia.org/wiki/Psycho_(Post_Malone_song)
"""Nice for What""",Drake,2018,hot100,
Sad!,XXXTentacion,2018,hot100,https://en.wikipedia.org/wiki/Sad!
I Like It,Cardi B,2018,hot100,"https://en.wikipedia.org/wiki/I_Like_It_(Cardi_B,_Bad_Bunny_and_J_Balvin_song)"
"""Nice for What""",Drake,2018,hot100,
In My Feelings,,2018,hot100,https://en.wikipedia.org/wiki/In_My_Feelings
Girls Like You,Maroon 5,2018,hot100,https://en.wikipedia.org/wiki/Girls_Like_You
"Thank U, Next",Ariana Grande,2018,hot100,"https://en.wikipedia.org/wiki/Thank_U,_Next_(song)"
Sicko Mode,Travis Scott,2018,hot100,https://en.wikipedia.org/wiki/Sicko_Mode
"""Thank U, Next""",Ariana Grande,2018,hot100,
"Thank U, Next",Ariana Grande,2019,hot100,"https://en.wikipedia.org/wiki/Thank_U,_Next_(song)"
Without Me,Halsey,2019,hot100,https://en.wikipedia.org/wiki/Without_Me_(Halsey_song)
Sunflower,Post Malone,2019,hot100,https://en.wikipedia.org/wiki/Sunflower_(Post_Malone_and_Swae_Lee_song)
"""Without Me""",Halsey,2019,hot100,
7 Rings,Ariana Grande,2019,hot100,https://en.wikipedia.org/wiki/7_Rings
Shallow,Lady Gaga,2019,hot100,https://en.wikipedia.org/wiki/Shallow_(Lady_Gaga_and_Bradley_Cooper_song)
Sucker,Jonas Brothers,2019,hot100,https://en.wikipedia.org/wiki/Sucker_(song)
"""7 Rings""",Ariana Grande,2019,hot100,
Old Town Road,Lil Nas X,2019,hot100,https://en.wikipedia.org/wiki/Old_Town_Road
Bad Guy,Billie Eilish,2019,hot100,https://en.wikipedia.org/wiki/Bad_Guy_(Billie_Eilish_song)
Señorita,Shawn Mendes,2019,hot100,https://en.wikipedia.org/wiki/Se%C3%B1orita_(Shawn_Mendes_and_Camila_Cabello_song)
Truth Hurts,Lizzo,2019,hot100,https://en.wikipedia.org/wiki/Truth_Hurts_(song)
Highest in the Room,Travis Scott,2019,hot100,https://en.wikipedia.org/wiki/Highest_in_the_Room
"""Truth Hurts""",Lizzo,2019,hot100,
Someone You Loved,Lewis Capaldi,2019,hot100,https://en.wikipedia.org/wiki/Someone_You_Loved
Lose You to Love Me,Selena Gomez,2019,hot100,https://en.wikipedia.org/wiki/Lose_You_to_Love_Me
"""Someone You Loved""",Lewis Capaldi,2019,hot100,
Circles,Post Malone,2019,hot100,https://en.wikipedia.org/wiki/Circles_(Post_Malone_song)
Heartless,The Weeknd,2019,hot100,https://en.wikipedia.org/wiki/Heartless_(The_Weeknd_song)
All I Want for Christmas Is You,Mariah Carey,2019,hot100,https://en.wikipedia.org/wiki/All_I_Want_for_Christmas_Is_You
All I Want for Christmas Is You,Mariah Carey,2020,hot100,https://en.wikipedia.org/wiki/All_I_Want_for_Christmas_Is_You
Circles,Post Malone,2020,hot100,https://en.wikipedia.org/wiki/Circles_(Post_Malone_song)
The Box,Roddy Ricch,2020,hot100,https://en.wikipedia.org/wiki/The_Box_(Roddy_Ricch_song)
Blinding Lights,The Weeknd,2020,hot100,https://en.wikipedia.org/wiki/Blinding_Lights
Toosie Slide,Drake,2020,hot100,https://en.wikipedia.org/wiki/Toosie_Slide
"""Blinding Lights"" †",The Weeknd,2020,hot100,
The Scotts,Travis Scott,2020,hot100,https://en.wikipedia.org/wiki/The_Scotts
Say So,Doja Cat,2020,hot100,https://en.wikipedia.org/wiki/Say_So
Stuck with U,Ariana Grande,2020,hot100,https://en.wikipedia.org/wiki/Stuck_with_U
Savage,Megan Thee Stallion,2020,hot100,https://en.wikipedia.org/wiki/Savage_(Megan_Thee_Stallion_song)
Rain on Me,Lady Gaga,2020,hot100,https://en.wikipedia.org/wiki/Rain_on_Me_(Lady_Gaga_and_Ariana_Grande_song)
Rockstar,DaBaby,2020,hot100,https://en.wikipedia.org/wiki/Rockstar_(DaBaby_song)
Trollz,6ix9ine,2020,hot100,https://en.wikipedia.org/wiki/Trollz_(song)
"""Rockstar""",DaBaby featuring Roddy Ricch,2020,hot100,
Cardigan,Taylor Swift,2020,hot100,https://en.wikipedia.org/wiki/Cardigan_(song)
Watermelon Sugar,Harry Styles,2020,hot100,https://en.wikipedia.org/wiki/Watermelon_Sugar
WAP,Cardi B,2020,hot100,https://en.wikipedia.org/wiki/WAP_(song)
Dynamite,BTS,2020,hot100,https://en.wikipedia.org/wiki/Dynamite_(BTS_song)
"""WAP""",Cardi B featuring Megan Thee Stallion,2020,hot100,
"""Dynamite""",BTS,2020,hot100,
Franchise,Young Thug,2020,hot100,https://en.wikipedia.org/wiki/Franchise_(song)
Savage Love (Laxed – Siren Beat),Jawsh 685,2020,hot100,https://en.wikipedia.org/wiki/Savage_Love_(Laxed_%E2%80%93_Siren_Beat)
Mood,24kGoldn,2020,hot100,https://en.wikipedia.org/wiki/Mood_(24kGoldn_song)
Positions,Ariana Grande,2020,hot100,https://en.wikipedia.org/wiki/Positions_(song)
"""Mood""",24kGoldn featuring Iann Dior,2020,hot100,
Life Goes On,BTS,2020,hot100,https://en.wikipedia.org/wiki/Life_Goes_On_(BTS_song)
"""Mood""",24kGoldn featuring Iann Dior,2020,hot100,
"""All I Want for Christmas Is You""",Mariah Carey,2020,hot100,
Willow,Taylor Swift,2020,hot100,https://en.wikipedia.org/wiki/Willow_(song)
All I Want for Christmas Is You,Mariah Carey,2021,hot100,https://en.wikipedia.org/wiki/All_I_Want_for_Christmas_Is_You
Mood,24kGoldn,2021,hot100,https://en.wikipedia.org/wiki/Mood_(24kGoldn_song)
Drivers License,Olivia Rodrigo,2021,hot100,https://en.wikipedia.org/wiki/Drivers_License_(song)
What's Next,Drake,2021,hot100,https://en.wikipedia.org/wiki/What%27s_Next_(Drake_song)
Up,Cardi B,2021,hot100,https://en.wikipedia.org/wiki/Up_(Cardi_B_song)
Peaches,Justin Bieber,2021,hot100,https://en.wikipedia.org/wiki/Peaches_(Justin_Bieber_song)
Montero (Call Me by Your Name),Lil Nas X,2021,hot100,https://en.wikipedia.org/wiki/Montero_(Call_Me_by_Your_Name)
Leave the Door Open,Silk Sonic,2021,hot100,https://en.wikipedia.org/wiki/Leave_the_Door_Open
Rapstar,Polo G,2021,hot100,https://en.wikipedia.org/wiki/Rapstar
Save Your Tears,The Weeknd,2021,hot100,https://en.wikipedia.org/wiki/Save_Your_Tears
"""Leave the Door Open""",Silk Sonic (Bruno Mars and Anderson .Paak),2021,hot100,
Good 4 U,Olivia Rodrigo,2021,hot100,https://en.wikipedia.org/wiki/Good_4_U
Butter,BTS,2021,hot100,https://en.wikipedia.org/wiki/Butter_(song)
Permission to Dance,,2021,hot100,https://en.wikipedia.org/wiki/Permission_to_Dance
"""Butter""",,2021,hot100,
Stay,The Kid Laroi,2021,hot100,https://en.wikipedia.org/wiki/Stay_(The_Kid_Laroi_and_Justin_Bieber_song)
"""Butter""",BTS,2021,hot100,
Way 2 Sexy,Future,2021,hot100,https://en.wikipedia.org/wiki/Way_2_Sexy
"""Stay""",The Kid Laroi and Justin Bieber,2021,hot100,
My Universe,Coldplay,2021,hot100,https://en.wikipedia.org/wiki/My_Universe_(song)
"""Stay""",The Kid Laroi and Justin Bieber,2021,hot100,
Industry Baby,Jack Harlow,2021,hot100,https://en.wikipedia.org/wiki/Industry_Baby
Easy on Me,Adele,2021,hot100,https://en.wikipedia.org/wiki/Easy_on_Me
All Too Well (Taylor's Version),Taylor Swift,2021,hot100,https://en.wikipedia.org/wiki/All_Too_Well_(Taylor%27s_Version)
"""Easy on Me""",Adele,2021,hot100,
"""All I Want for Christmas Is You""",Mariah Carey,2021,hot100,
All I Want for Christmas Is You,Mariah Carey,2022,hot100,https://en.wikipedia.org/wiki/All_I_Want_for_Christmas_Is_You
Easy on Me,Adele,2022,hot100,https://en.wikipedia.org/wiki/Easy_on_Me
We Don't Talk About Bruno,Carolina Gaitán,2022,hot100,https://en.wikipedia.org/wiki/We_Don%27t_Talk_About_Bruno
Heat Waves,Glass Animals,2022,hot100,https://en.wikipedia.org/wiki/Heat_Waves
As It Was,Harry Styles,2022,hot100,https://en.wikipedia.org/wiki/As_It_Was
First Class,Jack Harlow,2022,hot100,https://en.wikipedia.org/wiki/First_Class_(song)
"""As It Was""",Harry Styles,2022,hot100,
Wait for U,Future,2022,hot100,https://en.wikipedia.org/wiki/Wait_for_U
"""First Class""",Jack Harlow,2022,hot100,
"""As It Was""",Harry Styles,2022,hot100,
Jimmy Cooks,21 Savage,2022,hot100,https://en.wikipedia.org/wiki/Jimmy_Cooks
"""As It Was""",Harry Styles,2022,hot100,
About Damn Time,Lizzo,2022,hot100,https://en.wikipedia.org/wiki/About_Damn_Time
Break My Soul,Beyoncé,2022,hot100,https://en.wikipedia.org/wiki/Break_My_Soul
Super Freaky Girl,Nicki Minaj,2022,hot100,https://en.wikipedia.org/wiki/Super_Freaky_Girl
"""As It Was""",Harry Styles,2022,hot100,
Bad Habit,Steve Lacy,2022,hot100,https://en.wikipedia.org/wiki/Bad_Habit_(Steve_Lacy_song)
Unholy,Sam Smith,2022,hot100,https://en.wikipedia.org/wiki/Unholy_(Sam_Smith_and_Kim_Petras_song)
Anti-Hero,Taylor Swift,2022,hot100,https://en.wikipedia.org/wiki/Anti-Hero_(song)
"""All I Want for Christmas Is You""",Mariah Carey,2022,hot100,
All I Want for Christmas Is You,Mariah Carey,2023,hot100,https://en.wikipedia.org/wiki/All_I_Want_for_Christmas_Is_You
Anti-Hero,Taylor Swift,2023,hot100,https://en.wikipedia.org/wiki/Anti-Hero_(song)
Flowers,Miley Cyrus,2023,hot100,https://en.wikipedia.org/wiki/Flowers_(Miley_Cyrus_song)
Die for You,The Weeknd,2023,hot100,https://en.wikipedia.org/wiki/Die_for_You_(The_Weeknd_song)
Last Night,Morgan Wallen,2023,hot100,https://en.wikipedia.org/wiki/Last_Night_(Morgan_Wallen_song)
"""Flowers""",Miley Cyrus,2023,hot100,
Like Crazy,Jimin,2023,hot100,https://en.wikipedia.org/wiki/Like_Crazy_(song)
"""Last Night"" †",Morgan Wallen,2023,hot100,
Kill Bill,SZA,2023,hot100,https://en.wikipedia.org/wiki/Kill_Bill_(SZA_song)
"""Last Night"" †",Morgan Wallen,2023,hot100,
Vampire,Olivia Rodrigo,2023,hot100,https://en.wikipedia.org/wiki/Vampire_(Olivia_Rodrigo_song)
"""Last Night"" †",Morgan Wallen,2023,hot100,
Seven,Jungkook,2023,hot100,https://en.wikipedia.org/wiki/Seven_(Jungkook_song)
Try That in a Small Town,Jason Aldean,2023,hot100,https://en.wikipedia.org/wiki/Try_That_in_a_Small_Town
"""Last Night"" †",Morgan Wallen,2023,hot100,
Rich Men North of Richmond,Oliver Anthony Music,2023,hot100,https://en.wikipedia.org/wiki/Rich_Men_North_of_Richmond
I Remember Everything,Zach Bryan,2023,hot100,https://en.wikipedia.org/wiki/I_Remember_Everything_(Zach_Bryan_song)
Paint the Town Red,Doja Cat,2023,hot100,https://en.wikipedia.org/wiki/Paint_the_Town_Red_(Doja_Cat_song)
"""Vampire""",Olivia Rodrigo,2023,hot100,
Slime You Out,Drake,2023,hot100,https://en.wikipedia.org/wiki/Slime_You_Out
"""Paint the Town Red""",Doja Cat,2023,hot100,
First Person Shooter,J. Cole,2023,hot100,https://en.wikipedia.org/wiki/First_Person_Shooter_(song)
Cruel Summer,Taylor Swift,2023,hot100,https://en.wikipedia.org/wiki/Cruel_Summer_(Taylor_Swift_song)
Is It Over Now?,,2023,hot100,https://en.wikipedia.org/wiki/Is_It_Over_Now%3F
"""Cruel Summer""",,2023,hot100,
Lovin on Me,Jack Harlow,2023,hot100,https://en.wikipedia.org/wiki/Lovin_on_Me
Rockin' Around the Christmas Tree,Brenda Lee,2023,hot100,https://en.wikipedia.org/wiki/Rockin%27_Around_the_Christmas_Tree
"""All I Want for Christmas Is You""",Mariah Carey,2023,hot100,
Rockin' Around the Christmas Tree,,2024,hot100,https://en.wikipedia.org/wiki/Rockin%27_Around_the_Christmas_Tree
Lovin on Me,,2024,hot100,https://en.wikipedia.org/wiki/Lovin_on_Me
"Yes, And?",,2024,hot100,"https://en.wikipedia.org/wiki/Yes,_And%3F"
"""Lovin on Me""",Jack Harlow,2024,hot100,
Hiss,Megan Thee Stallion,2024,hot100,https://en.wikipedia.org/wiki/Hiss_(song)
"""Lovin on Me""",Jack Harlow,2024,hot100,
Texas Hold 'Em,Beyoncé,2024,hot100,https://en.wikipedia.org/wiki/Texas_Hold_%27Em_(song)
Carnival,¥$,2024,hot100,https://en.wikipedia.org/wiki/Carnival_(%C2%A5$_song)
We Can't Be Friends (Wait for Your Love),Ariana Grande,2024,hot100,https://en.wikipedia.org/wiki/We_Can%27t_Be_Friends_(Wait_for_Your_Love)
Lose Control,,2024,hot100,https://en.wikipedia.org/wiki/Lose_Control_(Teddy_Swims_song)
Like That,Future,2024,hot100,"https://en.wikipedia.org/wiki/Like_That_(Future,_Metro_Boomin_and_Kendrick_Lamar_song)"
Too Sweet,Hozier,2024,hot100,https://en.wikipedia.org/wiki/Too_Sweet
Fortnight,Taylor Swift,2024,hot100,https://en.wikipedia.org/wiki/Fortnight_(song)
Not Like Us,Kendrick Lamar,2024,hot100,https://en.wikipedia.org/wiki/Not_Like_Us_(song)
I Had Some Help,Morgan Wallen,2024,hot100,https://en.wikipedia.org/wiki/I_Had_Some_Help
