title,artist,year,era,url
Lady,Kenny Rogers,1980,hot100,https://en.wikipedia.org/wiki/Lady_(Kenny_Rogers_song)
(Just Like) Starting Over,John Lennon,1980,hot100,https://en.wikipedia.org/wiki/(Just_Like)_Starting_Over
(Just Like) Starting Over,John Lennon,1981,hot100,https://en.wikipedia.org/wiki/(Just_Like)_Starting_Over
The Tide Is High,Blondie,1981,hot100,https://en.wikipedia.org/wiki/The_Tide_Is_High#Blondie_version
Celebration,Kool & the Gang,1981,hot100,https://en.wikipedia.org/wiki/Celebration_(Kool_%26_the_Gang_song)
9 to 5,Dolly Parton,1981,hot100,https://en.wikipedia.org/wiki/9_to_5_(Dolly_Parton_song)
I Love a Rainy Night,Eddie Rabbitt,1981,hot100,https://en.wikipedia.org/wiki/I_Love_a_Rainy_Night
"""9 to 5""",Dolly Parton,1981,hot100,
Keep On Loving You,REO Speedwagon,1981,hot100,https://en.wikipedia.org/wiki/Keep_On_Loving_You_(song)
Rapture,Blondie,1981,hot100,https://en.wikipedia.org/wiki/Rapture_(Blondie_song)
Kiss on My List,Daryl Hall and John Oates,1981,hot100,https://en.wikipedia.org/wiki/Kiss_on_My_List
Morning Train (Nine to Five),Sheena Easton,1981,hot100,https://en.wikipedia.org/wiki/9_to_5_(Sheena_Easton_song)
Bette Davis Eyes,Kim Carnes,1981,hot100,https://en.wikipedia.org/wiki/Bette_Davis_Eyes
Stars on 45,Stars on 45,1981,hot100,https://en.wikipedia.org/wiki/Stars_on_45_(song)
"""Bette Davis Eyes""",Kim Carnes,1981,hot100,
The One That You Love,Air Supply,1981,hot100,https://en.wikipedia.org/wiki/The_One_That_You_Love
Jessie's Girl,Rick Springfield,1981,hot100,https://en.wikipedia.org/wiki/Jessie%27s_Girl
Endless Love,Diana Ross,1981,hot100,https://en.wikipedia.org/wiki/Endless_Love_(song)
Arthur's Theme (Best That You Can Do),Christopher Cross,1981,hot100,https://en.wikipedia.org/wiki/Arthur%27s_Theme_(Best_That_You_Can_Do)
Private Eyes,Daryl Hall and John Oates,1981,hot100,https://en.wikipedia.org/wiki/Private_Eyes_(song)
Physical,Olivia Newton-John,1981,hot100,https://en.wikipedia.org/wiki/Physical_(Olivia_Newton-John_song)
Physical,Olivia Newton-John,1982,hot100,https://en.wikipedia.org/wiki/Physical_(Olivia_Newton-John_song)
I Can't Go for That (No Can Do),Daryl Hall and John Oates,1982,hot100,https://en.wikipedia.org/wiki/I_Can%27t_Go_for_That_(No_Can_Do)
Centerfold,The J. Geils Band,1982,hot100,https://en.wikipedia.org/wiki/Centerfold_(song)
I Love Rock 'n' Roll,Joan Jett and the Blackhearts,1982,hot100,https://en.wikipedia.org/wiki/I_Love_Rock_%27n%27_Roll#Joan_Jett_version
Chariots of Fire,Vangelis,1982,hot100,https://en.wikipedia.org/wiki/Chariots_of_Fire_(instrumental)
Ebony and Ivory,Paul McCartney,1982,hot100,https://en.wikipedia.org/wiki/Ebony_and_Ivory
Don't You Want Me,The Human League,1982,hot100,https://en.wikipedia.org/wiki/Don%27t_You_Want_Me
Eye of the Tiger,Survivor,1982,hot100,https://en.wikipedia.org/wiki/Eye_of_the_Tiger
Abracadabra,Steve Miller Band,1982,hot100,https://en.wikipedia.org/wiki/Abracadabra_(Steve_Miller_Band_song)
Hard to Say I'm Sorry,Chicago,1982,hot100,https://en.wikipedia.org/wiki/Hard_to_Say_I%27m_Sorry
"""Abracadabra""",Steve Miller Band,1982,hot100,
Jack & Diane,John Cougar,1982,hot100,https://en.wikipedia.org/wiki/Jack_%26_Diane
Who Can It Be Now?,Men at Work,1982,hot100,https://en.wikipedia.org/wiki/Who_Can_It_Be_Now%3F
Up Where We Belong,Joe Cocker,1982,hot100,https://en.wikipedia.org/wiki/Up_Where_We_Belong
Truly,Lionel Richie,1982,hot100,https://en.wikipedia.org/wiki/Truly_(Lionel_Richie_song)
Mickey,Toni Basil,1982,hot100,https://en.wikipedia.org/wiki/Mickey_(Toni_Basil_song)
Maneater,Daryl Hall and John Oates,1982,hot100,https://en.wikipedia.org/wiki/Maneater_(Hall_%26_Oates_song)
Maneater,Daryl Hall and John Oates,1983,hot100,https://en.wikipedia.org/wiki/Maneater_(Hall_%26_Oates_song)
Down Under,Men at Work,1983,hot100,https://en.wikipedia.org/wiki/Down_Under_(song)
Africa,Toto,1983,hot100,https://en.wikipedia.org/wiki/Africa_(Toto_song)
"""Down Under""",Men at Work,1983,hot100,
"Baby, Come to Me",Patti Austin,1983,hot100,"https://en.wikipedia.org/wiki/Baby,_Come_to_Me_(Patti_Austin_and_James_Ingram_song)"
Billie Jean,Michael Jackson,1983,hot100,https://en.wikipedia.org/wiki/Billie_Jean
Come On Eileen,Dexys Midnight Runners,1983,hot100,https://en.wikipedia.org/wiki/Come_On_Eileen
Beat It,Michael Jackson,1983,hot100,https://en.wikipedia.org/wiki/Beat_It
Let's Dance,David Bowie,1983,hot100,https://en.wikipedia.org/wiki/Let%27s_Dance_(David_Bowie_song)
Flashdance... What a Feeling,Irene Cara,1983,hot100,https://en.wikipedia.org/wiki/Flashdance..._What_a_Feeling
Every Breath You Take,The Police,1983,hot100,https://en.wikipedia.org/wiki/Every_Breath_You_Take
Sweet Dreams (Are Made of This),Eurythmics,1983,hot100,https://en.wikipedia.org/wiki/Sweet_Dreams_(Are_Made_of_This)
Maniac,Michael Sembello,1983,hot100,https://en.wikipedia.org/wiki/Maniac_(Michael_Sembello_song)
Tell Her About It,Billy Joel,1983,hot100,https://en.wikipedia.org/wiki/Tell_Her_About_It
Total Eclipse of the Heart,Bonnie Tyler,1983,hot100,https://en.wikipedia.org/wiki/Total_Eclipse_of_the_Heart
Islands in the Stream,Kenny Rogers,1983,hot100,https://en.wikipedia.org/wiki/Islands_in_the_Stream_(song)
All Night Long (All Night),Lionel Richie,1983,hot100,https://en.wikipedia.org/wiki/All_Night_Long_(All_Night)
Say Say Say,Paul McCartney,1983,hot100,https://en.wikipedia.org/wiki/Say_Say_Say
Say Say Say,Paul McCartney,1984,hot100,https://en.wikipedia.org/wiki/Say_Say_Say
Owner of a Lonely Heart,Yes,1984,hot100,https://en.wikipedia.org/wiki/Owner_of_a_Lonely_Heart
Karma Chameleon,Culture Club,1984,hot100,https://en.wikipedia.org/wiki/Karma_Chameleon
Jump,Van Halen,1984,hot100,https://en.wikipedia.org/wiki/Jump_(Van_Halen_song)
Footloose,Kenny Loggins,1984,hot100,https://en.wikipedia.org/wiki/Footloose_(song)
Against All Odds (Take a Look at Me Now),Phil Collins,1984,hot100,https://en.wikipedia.org/wiki/Against_All_Odds_(Take_a_Look_at_Me_Now)
Hello,Lionel Richie,1984,hot100,https://en.wikipedia.org/wiki/Hello_(Lionel_Richie_song)
Let's Hear It for the Boy,Deniece Williams,1984,hot100,https://en.wikipedia.org/wiki/Let%27s_Hear_It_for_the_Boy
Time After Time,Cyndi Lauper,1984,hot100,https://en.wikipedia.org/wiki/Time_After_Time_(Cyndi_Lauper_song)
The Reflex,Duran Duran,1984,hot100,https://en.wikipedia.org/wiki/The_Reflex
When Doves Cry,Prince,1984,hot100,https://en.wikipedia.org/wiki/When_Doves_Cry
Ghostbusters,Ray Parker Jr.,1984,hot100,https://en.wikipedia.org/wiki/Ghostbusters_(song)
What's Love Got to Do with It,Tina Turner,1984,hot100,https://en.wikipedia.org/wiki/What%27s_Love_Got_to_Do_with_It_(song)
Missing You,John Waite,1984,hot100,https://en.wikipedia.org/wiki/Missing_You_(John_Waite_song)
Let's Go Crazy,the Revolution,1984,hot100,https://en.wikipedia.org/wiki/Let%27s_Go_Crazy
I Just Called to Say I Love You,Stevie Wonder,1984,hot100,https://en.wikipedia.org/wiki/I_Just_Called_to_Say_I_Love_You
Caribbean Queen (No More Love on the Run),Billy Ocean,1984,hot100,https://en.wikipedia.org/wiki/Caribbean_Queen_(No_More_Love_on_the_Run)
Wake Me Up Before You Go-Go,Wham!,1984,hot100,https://en.wikipedia.org/wiki/Wake_Me_Up_Before_You_Go-Go
Out of Touch,Daryl Hall and John Oates,1984,hot100,https://en.wikipedia.org/wiki/Out_of_Touch
Like a Virgin,Madonna,1984,hot100,https://en.wikipedia.org/wiki/Like_a_Virgin_(song)
Like a Virgin,Madonna,1985,hot100,https://en.wikipedia.org/wiki/Like_a_Virgin_(song)
I Want to Know What Love Is,Foreigner,1985,hot100,https://en.wikipedia.org/wiki/I_Want_to_Know_What_Love_Is
Careless Whisper,Wham!,1985,hot100,https://en.wikipedia.org/wiki/Careless_Whisper
Can't Fight This Feeling,REO Speedwagon,1985,hot100,https://en.wikipedia.org/wiki/Can%27t_Fight_This_Feeling
One More Night,Phil Collins,1985,hot100,https://en.wikipedia.org/wiki/One_More_Night_(Phil_Collins_song)
We Are the World,USA for Africa,1985,hot100,https://en.wikipedia.org/wiki/We_Are_the_World
Crazy for You,Madonna,1985,hot100,https://en.wikipedia.org/wiki/Crazy_for_You_(Madonna_song)
Don't You (Forget About Me),Simple Minds,1985,hot100,https://en.wikipedia.org/wiki/Don%27t_You_(Forget_About_Me)
Everything She Wants,Wham!,1985,hot100,https://en.wikipedia.org/wiki/Everything_She_Wants
Everybody Wants to Rule the World,Tears for Fears,1985,hot100,https://en.wikipedia.org/wiki/Everybody_Wants_to_Rule_the_World
Heaven,Bryan Adams,1985,hot100,https://en.wikipedia.org/wiki/Heaven_(Bryan_Adams_song)
Sussudio,Phil Collins,1985,hot100,https://en.wikipedia.org/wiki/Sussudio
A View to a Kill,Duran Duran,1985,hot100,https://en.wikipedia.org/wiki/A_View_to_a_Kill_(song)
Everytime You Go Away,Paul Young,1985,hot100,https://en.wikipedia.org/wiki/Everytime_You_Go_Away
Shout,Tears for Fears,1985,hot100,https://en.wikipedia.org/wiki/Shout_(Tears_for_Fears_song)
The Power of Love,Huey Lewis and the News,1985,hot100,https://en.wikipedia.org/wiki/The_Power_of_Love_(Huey_Lewis_and_the_News_song)
St. Elmo's Fire (Man in Motion),John Parr,1985,hot100,https://en.wikipedia.org/wiki/St._Elmo%27s_Fire_(Man_in_Motion)
Money for Nothing,Dire Straits,1985,hot100,https://en.wikipedia.org/wiki/Money_for_Nothing_(song)
Oh Sheila,Ready for the World,1985,hot100,https://en.wikipedia.org/wiki/Oh_Sheila
Take On Me,a-ha,1985,hot100,https://en.wikipedia.org/wiki/Take_On_Me
Saving All My Love for You,Whitney Houston,1985,hot100,https://en.wikipedia.org/wiki/Saving_All_My_Love_for_You
Part-Time Lover,Stevie Wonder,1985,hot100,https://en.wikipedia.org/wiki/Part-Time_Lover
Miami Vice Theme,Jan Hammer,1985,hot100,https://en.wikipedia.org/wiki/Miami_Vice_Theme
We Built This City,Starship,1985,hot100,https://en.wikipedia.org/wiki/We_Built_This_City
Separate Lives,Marilyn Martin,1985,hot100,https://en.wikipedia.org/wiki/Separate_Lives
Broken Wings,Mr. Mister,1985,hot100,https://en.wikipedia.org/wiki/Broken_Wings_(Mr._Mister_song)
"Say You, Say Me",Lionel Richie,1985,hot100,"https://en.wikipedia.org/wiki/Say_You,_Say_Me"
Walk Like an Egyptian,The Bangles,1987,hot100,https://en.wikipedia.org/wiki/Walk_Like_an_Egyptian
Shake You Down,Gregory Abbott,1987,hot100,https://en.wikipedia.org/wiki/Shake_You_Down
At This Moment,Billy Vera and the Beaters,1987,hot100,https://en.wikipedia.org/wiki/At_This_Moment
Open Your Heart,Madonna,1987,hot100,https://en.wikipedia.org/wiki/Open_Your_Heart_(Madonna_song)
Livin' on a Prayer,Bon Jovi,1987,hot100,https://en.wikipedia.org/wiki/Livin%27_on_a_Prayer
Jacob's Ladder,Huey Lewis and the News,1987,hot100,https://en.wikipedia.org/wiki/Jacob%27s_Ladder_(Huey_Lewis_and_the_News_song)
Lean on Me,Club Nouveau,1987,hot100,https://en.wikipedia.org/wiki/Lean_on_Me_(song)#Club_Nouveau_version
Nothing's Gonna Stop Us Now,Starship,1987,hot100,https://en.wikipedia.org/wiki/Nothing%27s_Gonna_Stop_Us_Now
I Knew You Were Waiting (For Me),Aretha Franklin,1987,hot100,https://en.wikipedia.org/wiki/I_Knew_You_Were_Waiting_(For_Me)
(I Just) Died in Your Arms,Cutting Crew,1987,hot100,https://en.wikipedia.org/wiki/(I_Just)_Died_in_Your_Arms
With or Without You,U2,1987,hot100,https://en.wikipedia.org/wiki/With_or_Without_You
You Keep Me Hangin' On,Kim Wilde,1987,hot100,https://en.wikipedia.org/wiki/You_Keep_Me_Hangin%27_On
Always,Atlantic Starr,1987,hot100,https://en.wikipedia.org/wiki/Always_(Atlantic_Starr_song)
Head to Toe,Lisa Lisa and Cult Jam,1987,hot100,https://en.wikipedia.org/wiki/Head_to_Toe_(Lisa_Lisa_and_Cult_Jam_song)
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,hot100,https://en.wikipedia.org/wiki/I_Wanna_Dance_with_Somebody_(Who_Loves_Me)
Alone,Heart,1987,hot100,https://en.wikipedia.org/wiki/Alone_(Heart_song)
Shakedown,Bob Seger,1987,hot100,https://en.wikipedia.org/wiki/Shakedown_(Bob_Seger_song)
I Still Haven't Found What I'm Looking For,U2,1987,hot100,https://en.wikipedia.org/wiki/I_Still_Haven%27t_Found_What_I%27m_Looking_For
Who's That Girl,Madonna,1987,hot100,https://en.wikipedia.org/wiki/Who%27s_That_Girl_(Madonna_song)
La Bamba,Los Lobos,1987,hot100,https://en.wikipedia.org/wiki/La_Bamba_(song)
I Just Can't Stop Loving You,Michael Jackson,1987,hot100,https://en.wikipedia.org/wiki/I_Just_Can%27t_Stop_Loving_You
Didn't We Almost Have It All,Whitney Houston,1987,hot100,https://en.wikipedia.org/wiki/Didn%27t_We_Almost_Have_It_All
Here I Go Again,Whitesnake,1987,hot100,https://en.wikipedia.org/wiki/Here_I_Go_Again
Lost in Emotion,Lisa Lisa and Cult Jam,1987,hot100,https://en.wikipedia.org/wiki/Lost_in_Emotion
Bad,Michael Jackson,1987,hot100,https://en.wikipedia.org/wiki/Bad_(Michael_Jackson_song)
I Think We're Alone Now,Tiffany,1987,hot100,https://en.wikipedia.org/wiki/I_Think_We%27re_Alone_Now
Mony Mony,Billy Idol,1987,hot100,https://en.wikipedia.org/wiki/Mony_Mony
(I've Had) The Time of My Life,Bill Medley,1987,hot100,https://en.wikipedia.org/wiki/(I%27ve_Had)_The_Time_of_My_Life
Heaven Is a Place on Earth,Belinda Carlisle,1987,hot100,https://en.wikipedia.org/wiki/Heaven_Is_a_Place_on_Earth
Faith,George Michael,1987,hot100,https://en.wikipedia.org/wiki/Faith_(George_Michael_song)
Faith,George Michael,1988,hot100,https://en.wikipedia.org/wiki/Faith_(George_Michael_song)
So Emotional,Whitney Houston,1988,hot100,https://en.wikipedia.org/wiki/So_Emotional
Got My Mind Set on You,George Harrison,1988,hot100,https://en.wikipedia.org/wiki/Got_My_Mind_Set_on_You#George_Harrison_version
The Way You Make Me Feel,Michael Jackson,1988,hot100,https://en.wikipedia.org/wiki/The_Way_You_Make_Me_Feel
Need You Tonight,INXS,1988,hot100,https://en.wikipedia.org/wiki/Need_You_Tonight
Could've Been,Tiffany,1988,hot100,https://en.wikipedia.org/wiki/Could%27ve_Been_(Tiffany_song)
Seasons Change,Exposé,1988,hot100,https://en.wikipedia.org/wiki/Seasons_Change_(song)
Father Figure,George Michael,1988,hot100,https://en.wikipedia.org/wiki/Father_Figure_(George_Michael_song)
Never Gonna Give You Up,Rick Astley,1988,hot100,https://en.wikipedia.org/wiki/Never_Gonna_Give_You_Up
Man in the Mirror,Michael Jackson,1988,hot100,https://en.wikipedia.org/wiki/Man_in_the_Mirror
"Get Outta My Dreams, Get into My Car",Billy Ocean,1988,hot100,"https://en.wikipedia.org/wiki/Get_Outta_My_Dreams,_Get_into_My_Car"
Where Do Broken Hearts Go,Whitney Houston,1988,hot100,https://en.wikipedia.org/wiki/Where_Do_Broken_Hearts_Go
Wishing Well,Terence Trent D'Arby,1988,hot100,https://en.wikipedia.org/wiki/Wishing_Well_(Terence_Trent_D%27Arby_song)
Anything for You,Gloria Estefan,1988,hot100,https://en.wikipedia.org/wiki/Anything_for_You_(Gloria_Estefan_and_Miami_Sound_Machine_song)
One More Try,George Michael,1988,hot100,https://en.wikipedia.org/wiki/One_More_Try_(George_Michael_song)
Together Forever,Rick Astley,1988,hot100,https://en.wikipedia.org/wiki/Together_Forever_(Rick_Astley_song)
Foolish Beat,Debbie Gibson,1988,hot100,https://en.wikipedia.org/wiki/Foolish_Beat
Dirty Diana,Michael Jackson,1988,hot100,https://en.wikipedia.org/wiki/Dirty_Diana
The Flame,Cheap Trick,1988,hot100,https://en.wikipedia.org/wiki/The_Flame_(Cheap_Trick_song)
Hold On to the Nights,Richard Marx,1988,hot100,https://en.wikipedia.org/wiki/Hold_On_to_the_Nights
Roll With It,Steve Winwood,1988,hot100,https://en.wikipedia.org/wiki/Roll_with_It_(Steve_Winwood_song)
Monkey,George Michael,1988,hot100,https://en.wikipedia.org/wiki/Monkey_(song)
Sweet Child o' Mine,Guns N' Roses,1988,hot100,https://en.wikipedia.org/wiki/Sweet_Child_o%27_Mine
"Don't Worry, Be Happy",Bobby McFerrin,1988,hot100,"https://en.wikipedia.org/wiki/Don%27t_Worry,_Be_Happy"
Love Bites,Def Leppard,1988,hot100,https://en.wikipedia.org/wiki/Love_Bites_(Def_Leppard_song)
Red Red Wine,UB40,1988,hot100,https://en.wikipedia.org/wiki/Red_Red_Wine#UB40_version
A Groovy Kind of Love,Phil Collins,1988,hot100,https://en.wikipedia.org/wiki/A_Groovy_Kind_of_Love#Phil_Collins_version
Kokomo,The Beach Boys,1988,hot100,https://en.wikipedia.org/wiki/Kokomo_(song)
"Wild, Wild West",The Escape Club,1988,hot100,"https://en.wikipedia.org/wiki/Wild,_Wild_West_(The_Escape_Club_song)"
Bad Medicine,Bon Jovi,1988,hot100,https://en.wikipedia.org/wiki/Bad_Medicine_(song)
"Baby, I Love Your Way/Freebird Medley",Will to Power,1988,hot100,"https://en.wikipedia.org/wiki/Baby,_I_Love_Your_Way/Freebird_Medley"
Look Away,Chicago,1988,hot100,https://en.wikipedia.org/wiki/Look_Away
Every Rose Has Its Thorn,Poison,1988,hot100,https://en.wikipedia.org/wiki/Every_Rose_Has_Its_Thorn
Every Rose Has Its Thorn,Poison,1989,hot100,https://en.wikipedia.org/wiki/Every_Rose_Has_Its_Thorn
My Prerogative,Bobby Brown,1989,hot100,https://en.wikipedia.org/wiki/My_Prerogative
Two Hearts,Phil Collins,1989,hot100,https://en.wikipedia.org/wiki/Two_Hearts_(Phil_Collins_song)
When I'm with You,Sheriff,1989,hot100,https://en.wikipedia.org/wiki/When_I%27m_with_You_(Sheriff_song)
Straight Up,Paula Abdul,1989,hot100,https://en.wikipedia.org/wiki/Straight_Up_(Paula_Abdul_song)
Lost in Your Eyes,Debbie Gibson,1989,hot100,https://en.wikipedia.org/wiki/Lost_in_Your_Eyes
The Living Years,Mike + the Mechanics,1989,hot100,https://en.wikipedia.org/wiki/The_Living_Years
Eternal Flame,The Bangles,1989,hot100,https://en.wikipedia.org/wiki/Eternal_Flame_(song)
The Look,Roxette,1989,hot100,https://en.wikipedia.org/wiki/The_Look
She Drives Me Crazy,Fine Young Cannibals,1989,hot100,https://en.wikipedia.org/wiki/She_Drives_Me_Crazy
Like a Prayer,Madonna,1989,hot100,https://en.wikipedia.org/wiki/Like_a_Prayer_(song)
I'll Be There for You,Bon Jovi,1989,hot100,https://en.wikipedia.org/wiki/I%27ll_Be_There_for_You_(Bon_Jovi_song)
Forever Your Girl,Paula Abdul,1989,hot100,https://en.wikipedia.org/wiki/Forever_Your_Girl_(song)
Rock On,Michael Damian,1989,hot100,https://en.wikipedia.org/wiki/Rock_On_(David_Essex_song)#Michael_Damian_version
Wind Beneath My Wings,Bette Midler,1989,hot100,https://en.wikipedia.org/wiki/Wind_Beneath_My_Wings#Bette_Midler_version
I'll Be Loving You (Forever),New Kids on the Block,1989,hot100,https://en.wikipedia.org/wiki/I%27ll_Be_Loving_You_(Forever)
Satisfied,Richard Marx,1989,hot100,https://en.wikipedia.org/wiki/Satisfied_(Richard_Marx_song)
Baby Don't Forget My Number,Milli Vanilli,1989,hot100,https://en.wikipedia.org/wiki/Baby_Don%27t_Forget_My_Number
Good Thing,Fine Young Cannibals,1989,hot100,https://en.wikipedia.org/wiki/Good_Thing_(Fine_Young_Cannibals_song)
If You Don't Know Me by Now,Simply Red,1989,hot100,https://en.wikipedia.org/wiki/If_You_Don%27t_Know_Me_by_Now
Toy Soldiers,Martika,1989,hot100,https://en.wikipedia.org/wiki/Toy_Soldiers_(song)
Batdance,Prince,1989,hot100,https://en.wikipedia.org/wiki/Batdance
Right Here Waiting,Richard Marx,1989,hot100,https://en.wikipedia.org/wiki/Right_Here_Waiting
Cold Hearted,Paula Abdul,1989,hot100,https://en.wikipedia.org/wiki/Cold_Hearted_(Paula_Abdul_song)
Hangin' Tough,New Kids on the Block,1989,hot100,https://en.wikipedia.org/wiki/Hangin%27_Tough_(song)
Don't Wanna Lose You,Gloria Estefan,1989,hot100,https://en.wikipedia.org/wiki/Don%27t_Wanna_Lose_You
Girl I'm Gonna Miss You,Milli Vanilli,1989,hot100,https://en.wikipedia.org/wiki/Girl_I%27m_Gonna_Miss_You
Miss You Much,Janet Jackson,1989,hot100,https://en.wikipedia.org/wiki/Miss_You_Much
Listen to Your Heart,Roxette,1989,hot100,https://en.wikipedia.org/wiki/Listen_to_Your_Heart_(Roxette_song)
When I See You Smile,Bad English,1989,hot100,https://en.wikipedia.org/wiki/When_I_See_You_Smile
Blame It on the Rain,Milli Vanilli,1989,hot100,https://en.wikipedia.org/wiki/Blame_It_on_the_Rain
We Didn't Start the Fire,Billy Joel,1989,hot100,https://en.wikipedia.org/wiki/We_Didn%27t_Start_the_Fire
Another Day in Paradise,Phil Collins,1989,hot100,https://en.wikipedia.org/wiki/Another_Day_in_Paradise
Another Day in Paradise,Phil Collins,1990,hot100,https://en.wikipedia.org/wiki/Another_Day_in_Paradise
How Am I Supposed to Live Without You,Michael Bolton,1990,hot100,https://en.wikipedia.org/wiki/How_Am_I_Supposed_to_Live_Without_You
Opposites Attract,Paula Abdul,1990,hot100,https://en.wikipedia.org/wiki/Opposites_Attract
Escapade,Janet Jackson,1990,hot100,https://en.wikipedia.org/wiki/Escapade_(song)
Black Velvet,Alannah Myles,1990,hot100,https://en.wikipedia.org/wiki/Black_Velvet_(song)
Love Will Lead You Back,Taylor Dayne,1990,hot100,https://en.wikipedia.org/wiki/Love_Will_Lead_You_Back
I'll Be Your Everything,Tommy Page,1990,hot100,https://en.wikipedia.org/wiki/I%27ll_Be_Your_Everything_(Tommy_Page_song)
Nothing Compares 2 U,Sinéad O'Connor,1990,hot100,https://en.wikipedia.org/wiki/Nothing_Compares_2_U
Vogue,Madonna,1990,hot100,https://en.wikipedia.org/wiki/Vogue_(Madonna_song)
Hold On,Wilson Phillips,1990,hot100,https://en.wikipedia.org/wiki/Hold_On_(Wilson_Phillips_song)
It Must Have Been Love,Roxette,1990,hot100,https://en.wikipedia.org/wiki/It_Must_Have_Been_Love
Step by Step,New Kids on the Block,1990,hot100,https://en.wikipedia.org/wiki/Step_by_Step_(New_Kids_on_the_Block_song)
She Ain't Worth It,Glenn Medeiros,1990,hot100,https://en.wikipedia.org/wiki/She_Ain%27t_Worth_It
Vision of Love,Mariah Carey,1990,hot100,https://en.wikipedia.org/wiki/Vision_of_Love
If Wishes Came True,Sweet Sensation,1990,hot100,https://en.wikipedia.org/wiki/If_Wishes_Came_True
Blaze of Glory,Jon Bon Jovi,1990,hot100,https://en.wikipedia.org/wiki/Blaze_of_Glory_(Jon_Bon_Jovi_song)
Release Me,Wilson Phillips,1990,hot100,https://en.wikipedia.org/wiki/Release_Me_(Wilson_Phillips_song)
(Can't Live Without Your) Love and Affection,Nelson,1990,hot100,https://en.wikipedia.org/wiki/(Can%27t_Live_Without_Your)_Love_and_Affection
Close to You,Maxi Priest,1990,hot100,https://en.wikipedia.org/wiki/Close_to_You_(Maxi_Priest_song)
Praying for Time,George Michael,1990,hot100,https://en.wikipedia.org/wiki/Praying_for_Time
I Don't Have the Heart,James Ingram,1990,hot100,https://en.wikipedia.org/wiki/I_Don%27t_Have_the_Heart
Black Cat,Janet Jackson,1990,hot100,https://en.wikipedia.org/wiki/Black_Cat_(song)
Ice Ice Baby,Vanilla Ice,1990,hot100,https://en.wikipedia.org/wiki/Ice_Ice_Baby
Love Takes Time,Mariah Carey,1990,hot100,https://en.wikipedia.org/wiki/Love_Takes_Time
I'm Your Baby Tonight,Whitney Houston,1990,hot100,https://en.wikipedia.org/wiki/I%27m_Your_Baby_Tonight_(song)
Because I Love You (The Postman Song),Stevie B,1990,hot100,https://en.wikipedia.org/wiki/Because_I_Love_You_(The_Postman_Song)
Justify My Love,Madonna,1991,hot100,https://en.wikipedia.org/wiki/Justify_My_Love
Love Will Never Do (Without You),Janet Jackson,1991,hot100,https://en.wikipedia.org/wiki/Love_Will_Never_Do_(Without_You)
The First Time,Surface,1991,hot100,https://en.wikipedia.org/wiki/The_First_Time_(Surface_song)
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991,hot100,https://en.wikipedia.org/wiki/Gonna_Make_You_Sweat_(Everybody_Dance_Now)
All the Man That I Need,Whitney Houston,1991,hot100,https://en.wikipedia.org/wiki/All_the_Man_That_I_Need
Someday,Mariah Carey,1991,hot100,https://en.wikipedia.org/wiki/Someday_(Mariah_Carey_song)
One More Try,Timmy T,1991,hot100,https://en.wikipedia.org/wiki/One_More_Try_(Timmy_T_song)
Coming Out of the Dark,Gloria Estefan,1991,hot100,https://en.wikipedia.org/wiki/Coming_Out_of_the_Dark
I've Been Thinking About You,Londonbeat,1991,hot100,https://en.wikipedia.org/wiki/I%27ve_Been_Thinking_About_You
You're in Love,Wilson Phillips,1991,hot100,https://en.wikipedia.org/wiki/You%27re_in_Love_(Wilson_Phillips_song)
Baby Baby,Amy Grant,1991,hot100,https://en.wikipedia.org/wiki/Baby_Baby_(Amy_Grant_song)
Joyride,Roxette,1991,hot100,https://en.wikipedia.org/wiki/Joyride_(Roxette_song)
I Like the Way (The Kissing Game),Hi-Five,1991,hot100,https://en.wikipedia.org/wiki/I_Like_the_Way_(The_Kissing_Game)
I Don't Wanna Cry,Mariah Carey,1991,hot100,https://en.wikipedia.org/wiki/I_Don%27t_Wanna_Cry
More Than Words,Extreme,1991,hot100,https://en.wikipedia.org/wiki/More_Than_Words
Rush Rush,Paula Abdul,1991,hot100,https://en.wikipedia.org/wiki/Rush_Rush_(Paula_Abdul_song)
Unbelievable,EMF,1991,hot100,https://en.wikipedia.org/wiki/Unbelievable_(EMF_song)
(Everything I Do) I Do It for You,Bryan Adams,1991,hot100,https://en.wikipedia.org/wiki/(Everything_I_Do)_I_Do_It_for_You
The Promise of a New Day,Paula Abdul,1991,hot100,https://en.wikipedia.org/wiki/The_Promise_of_a_New_Day
I Adore Mi Amor,Color Me Badd,1991,hot100,https://en.wikipedia.org/wiki/I_Adore_Mi_Amor
Good Vibrations,Marky Mark and the Funky Bunch,1991,hot100,https://en.wikipedia.org/wiki/Good_Vibrations_(Marky_Mark_and_the_Funky_Bunch_song)
Emotions,Mariah Carey,1991,hot100,https://en.wikipedia.org/wiki/Emotions_(Mariah_Carey_song)
Romantic,Karyn White,1991,hot100,https://en.wikipedia.org/wiki/Romantic_(song)
Cream,Prince,1991,hot100,https://en.wikipedia.org/wiki/Cream_(Prince_song)
When a Man Loves a Woman,Michael Bolton,1991,hot100,https://en.wikipedia.org/wiki/When_a_Man_Loves_a_Woman_(song)#Michael_Bolton_version
Set Adrift on Memory Bliss,P.M. Dawn,1991,hot100,https://en.wikipedia.org/wiki/Set_Adrift_on_Memory_Bliss
